Time profiles of Raltegravir for Raltegravir 100 mg filmcoated tablet md for total simulation time range.;;;
;;;
Raltegravir [µg/l];;;
Time [h];5^{th} percentile;median;95^{th} percentile
232;124;217;395
232;121;213;389
232;118;209;382
232;116;205;375
232;113;201;369
232;110;197;364
232;108;193;358
232;106;190;353
232;103;186;348
232;101;182;343
232;99.2;179;338
232;97.2;176;334
232;95.3;173;329
232;93.4;170;325
232;91.6;167;320
232;89.8;164;316
232;88.1;161;311
232;86.4;158;306
232;84.8;155;301
232;83.3;152;296
233;81.8;150;292
233;80.3;148;287
233;78.9;145;283
233;77.5;143;279
233;76.2;141;275
233;74.9;138;271
233;73.7;136;267
233;72.4;134;263
233;71.3;132;259
233;70.1;130;256
233;69;128;252
233;67.9;126;249
233;66.9;125;246
233;65.9;123;242
233;64.9;121;239
233;63.9;120;236
233;63;118;233
233;62.1;116;230
233;61.3;115;227
233;60.5;113;224
234;59.7;111;221
234;58.9;110;218
234;58.1;108;216
234;57.4;107;213
234;56.7;105;210
234;56;104;208
234;55.3;102;205
234;54.7;101;203
234;54;99.7;200
234;53.4;98.3;198
234;52.7;97;195
234;52.1;95.6;193
234;51.6;94.4;191
234;51;93.1;188
234;50.4;91.9;186
234;49.9;90.9;184
234;49.3;90;182
234;48.8;89.1;180
234;48.3;88.2;178
234;47.8;87.4;176
235;47.3;86.4;174
235;46.8;85.4;172
235;46.4;84.5;170
235;45.9;83.6;168
235;45.4;82.7;166
235;45;81.9;164
235;44.6;81.2;163
235;44.1;80.5;161
235;43.7;79.8;159
235;43.3;79;157
235;42.9;78.3;156
235;42.5;77.5;154
235;42.2;76.8;152
235;41.8;76.1;151
235;41.4;75.4;149
235;41;74.7;148
235;40.7;74.1;146
235;40.3;73.4;145
235;40;72.7;143
235;39.7;72.1;142
236;39.3;71.4;140
236;39;70.7;139
236;38.7;70.1;138
236;38.3;69.4;136
236;38;68.7;135
236;37.7;68.1;134
236;37.4;67.4;132
236;37.1;66.8;131
236;36.8;66.3;130
236;36.5;65.7;129
236;36.2;65.2;127
236;35.9;64.7;126
236;35.7;64.2;125
236;35.4;63.7;124
236;35.1;63.2;123
236;34.9;62.7;122
236;34.6;62.3;121
236;34.4;61.8;119
236;34.1;61.4;118
236;33.9;61;117
237;33.6;60.5;116
237;33.4;60.1;115
237;33.1;59.7;114
237;32.9;59.2;113
237;32.7;58.8;112
237;32.4;58.4;111
237;32.2;58.1;110
237;32;57.7;110
237;31.8;57.3;109
237;31.6;57;108
237;31.4;56.6;107
237;31.1;56.2;106
237;30.9;55.8;105
237;30.7;55.4;104
237;30.5;55;103
237;30.3;54.6;103
237;30.1;54.2;102
237;30;53.8;101
237;29.8;53.4;100
237;29.6;53;99.4
238;29.4;52.6;98.6
238;29.2;52.2;97.8
238;29;51.8;97.1
238;28.8;51.4;96.3
238;28.7;51;95.6
238;28.5;50.6;94.9
238;28.3;50.3;94.2
238;28.1;49.9;93.5
238;28;49.6;92.8
238;27.8;49.2;92.1
238;27.6;48.9;91.4
238;27.5;48.5;90.8
238;27.3;48.2;90.1
238;27.2;47.8;89.5
238;27;47.5;88.8
238;26.8;47.2;88.2
238;26.7;46.9;87.6
238;26.5;46.6;86.9
238;26.4;46.3;86.3
238;26.2;46;85.7
239;26.1;45.7;85.1
239;25.9;45.4;84.6
239;25.8;45.1;84
239;25.7;44.9;83.4
239;25.5;44.6;82.8
239;25.4;44.3;82.3
239;25.2;44.1;81.7
239;25.1;43.8;81.2
239;25;43.6;80.6
239;24.8;43.3;80.1
239;24.7;43.1;79.6
239;24.6;42.8;79.1
239;24.4;42.6;78.5
239;24.3;42.3;78
239;24.2;42.1;77.5
239;24;41.8;77
239;23.9;41.6;76.5
239;23.8;41.3;76.1
239;23.7;41.1;75.6
239;23.5;40.8;75.1
240;23.4;40.6;74.6
240;23.3;40.4;74.2
240;23.2;40.1;73.7
240;23;39.9;73.2
240;22.9;39.7;72.8
240;22.8;39.5;72.4
240;22.7;39.2;71.9
240;22.6;39;71.5
240;22.5;38.8;71
240;22.4;38.6;70.6
240;22.2;38.4;70.2
